w,w,w,w,w,w,w,w,w,w,w,w,0,0,w,w,0,0,w,w,0,0,w,w,0,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,0,0,w,w,0,0,w,w,0,0,w,w,0,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,0,0,w,w,0,0,w,w,0,0,w,w,0,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,o,0,w,w,o,0,w,w,o,0,w,w,o,0,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,w,w,w,w,w,w,0,0,0,0,w,w,w,w,w,w,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,w,0,r,0,r,0,w,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,w,r,0,r,0,r,w,0,0,0,0,0,0,0,0,w,w,w,w,w
w,w,w,w,w,w,w,w,0,0,0,0,0,0,0,w,0,r,0,r,0,w,0,0,0,0,0,0,0,0,w,w,w,w,w
